show_id,type,title,director,country,date_added,release_year,rating,listed_in,duration_min,seasons_count,year_added,month_added
s2344,TV Show,Crazy Delicious,Unknown,United Kingdom,2020-06-24,2020,TV-PG,"British TV Shows, International TV Shows, Reality TV",0,1,2020,June
s2347,TV Show,"Roswell, New Mexico",Unknown,United States,2020-06-23,2020,TV-14,"Classic & Cult TV, TV Dramas, TV Sci-Fi & Fantasy",0,2,2020,June
s2350,TV Show,It's Okay to Not Be Okay,Unknown,South Korea,2020-06-21,2020,TV-MA,"International TV Shows, Korean TV Shows, Romantic TV Shows",0,1,2020,June
s2353,TV Show,Babies,Unknown,United States,2020-06-19,2020,TV-14,"Docuseries, Science & Nature TV",0,2,2020,June
s2356,Movie,Disclosure,Unknown,United States,2020-06-19,2020,TV-MA,"Documentaries, LGBTQ Movies",108,0,2020,June
s2358,TV Show,Floor Is Lava,Unknown,United States,2020-06-19,2020,TV-PG,Reality TV,0,1,2020,June
s2360,TV Show,Most Beautiful Thing,Unknown,Brazil,2020-06-19,2020,TV-MA,"International TV Shows, Romantic TV Shows, TV Dramas",0,2,2020,June
s2363,TV Show,The Politician,Unknown,United States,2020-06-19,2020,TV-MA,"TV Comedies, TV Dramas, Teen TV Shows",0,2,2020,June
s2379,TV Show,The Order,Unknown,United States,2020-06-18,2020,TV-MA,"International TV Shows, TV Dramas, TV Horror",0,2,2020,June
s2384,TV Show,The Chase,Unknown,United States,2020-06-15,2015,TV-PG,Reality TV,0,2,2020,June
s2385,Movie,The Show Must Go On: The Queen + Adam Lambert Story,Unknown,United Kingdom,2020-06-15,2019,TV-MA,"Documentaries, Music & Musicals",85,0,2020,June
s2389,TV Show,Alexa & Katie,Unknown,United States,2020-06-13,2020,TV-G,"Kids' TV, TV Comedies",0,4,2020,June
s2391,TV Show,How to Get Away with Murder,Unknown,United States,2020-06-13,2020,TV-14,"Crime TV Shows, TV Dramas, TV Mysteries",0,6,2020,June
s2396,TV Show,F is for Family,Unknown,United States,2020-06-12,2020,TV-MA,TV Comedies,0,4,2020,June
s2397,TV Show,Frank Elstner: Just One Last Question,Unknown,Germany,2020-06-12,2020,TV-MA,"International TV Shows, Stand-Up Comedy & Talk Shows",0,1,2020,June
s2401,TV Show,The Search,Unknown,Mexico,2020-06-12,2020,TV-MA,"Crime TV Shows, International TV Shows, Spanish-Language TV Shows",0,1,2020,June
s2402,TV Show,The Woods,Unknown,Poland,2020-06-12,2020,TV-MA,"Crime TV Shows, International TV Shows, TV Dramas",0,1,2020,June
s2405,TV Show,Curon,Unknown,Italy,2020-06-10,2020,TV-MA,"International TV Shows, TV Dramas, TV Horror",0,1,2020,June
s2407,TV Show,Lenox Hill,Unknown,United States,2020-06-10,2020,TV-MA,"Docuseries, Reality TV, Science & Nature TV",0,1,2020,June
s2409,TV Show,My Mister,Unknown,South Korea,2020-06-10,2018,TV-MA,"Crime TV Shows, International TV Shows, Korean TV Shows",0,1,2020,June
s2410,TV Show,Reality Z,Unknown,Brazil,2020-06-10,2020,TV-MA,"International TV Shows, TV Horror, TV Mysteries",0,1,2020,June
s2416,TV Show,Queen of the South,Unknown,United States,2020-06-06,2018,TV-MA,"Crime TV Shows, TV Action & Adventure, TV Dramas",0,4,2020,June
s2418,TV Show,13 Reasons Why,Unknown,United States,2020-06-05,2020,TV-MA,"Crime TV Shows, TV Dramas, TV Mysteries",0,4,2020,June
s2423,TV Show,Queer Eye,Unknown,United States,2020-06-05,2020,TV-14,Reality TV,0,5,2020,June
s2427,TV Show,BAKI,Unknown,Japan,2020-06-04,2020,TV-MA,"Anime Series, International TV Shows",0,3,2020,June
s2445,TV Show,Cardcaptor Sakura,Unknown,Japan,2020-06-01,1999,TV-Y7,"Anime Series, International TV Shows",0,2,2020,June
s2450,TV Show,Megalobox,Unknown,Japan,2020-06-01,2018,TV-MA,"Anime Series, International TV Shows",0,1,2020,June
s2451,TV Show,Midnight Diner,Unknown,Japan,2020-06-01,2014,TV-MA,"International TV Shows, TV Dramas",0,3,2020,June
s2453,TV Show,My Shy Boss,Unknown,South Korea,2020-06-01,2017,TV-MA,"International TV Shows, Korean TV Shows, Romantic TV Shows",0,1,2020,June
s2454,TV Show,Revolutionary Love,Unknown,South Korea,2020-06-01,2017,TV-MA,"International TV Shows, Korean TV Shows, Romantic TV Shows",0,1,2020,June
s2460,TV Show,Space Force,Unknown,United States,2020-05-29,2020,TV-MA,TV Comedies,0,1,2020,May
s2426,Movie,The Light of My Eyes,Unknown,Pakistan,2020-06-05,2010,TV-MA,"Dramas, International Movies, Romantic Movies",96,0,2020,June
s2433,TV Show,Alone,Unknown,Pakistan,2020-06-02,2019,TV-14,Reality TV,0,1,2020,June
s2462,TV Show,"Can't Cope, Won't Cope",Unknown,Ireland,2020-05-28,2018,TV-MA,"TV Comedies, TV Dramas",0,2,2020,May
s2463,TV Show,Dorohedoro,Unknown,Japan,2020-05-28,2020,TV-MA,"Anime Series, International TV Shows",0,1,2020,May
s2467,TV Show,Mako Mermaids: An H2O Adventure,Unknown,Australia,2020-05-28,2016,TV-G,"Kids' TV, TV Comedies",0,4,2020,May
s2473,TV Show,Betaal,Unknown,India,2020-05-24,2020,TV-MA,"International TV Shows, TV Action & Adventure, TV Horror",0,1,2020,May
s2474,TV Show,Dynasty,Unknown,United States,2020-05-23,2019,TV-14,TV Dramas,0,3,2020,May
s2477,TV Show,History 101,Unknown,United Kingdom,2020-05-22,2020,TV-14,"British TV Shows, Docuseries, International TV Shows",0,1,2020,May
s2487,TV Show,Mystic Pop-up Bar,Unknown,South Korea,2020-05-21,2020,TV-MA,"International TV Shows, Korean TV Shows, TV Comedies",0,1,2020,May
s2500,TV Show,The Queen and the Conqueror,Unknown,Colombia,2020-05-20,2020,TV-14,"International TV Shows, Spanish-Language TV Shows, TV Dramas",0,1,2020,May
s2509,TV Show,Sweet Magnolias,Unknown,United States,2020-05-19,2020,TV-14,"Romantic TV Shows, TV Dramas",0,1,2020,May
s2515,TV Show,The Big Flower Fight,Unknown,United Kingdom,2020-05-18,2020,TV-PG,"British TV Shows, International TV Shows, Reality TV",0,1,2020,May
s2516,TV Show,Patriot Act with Hasan Minhaj,Unknown,United States,2020-05-17,2020,TV-MA,"Stand-Up Comedy & Talk Shows, TV Comedies",0,6,2020,May
s2518,TV Show,Boys Over Flowers,Unknown,South Korea,2020-05-16,2009,TV-14,"International TV Shows, Korean TV Shows, Romantic TV Shows",0,1,2020,May
s2519,TV Show,Iris,Unknown,South Korea,2020-05-16,2009,TV-14,"International TV Shows, Korean TV Shows, TV Action & Adventure",0,1,2020,May
s2520,TV Show,Avatar: The Last Airbender,Unknown,United States,2020-05-15,2007,TV-Y7,"Classic & Cult TV, Kids' TV, TV Action & Adventure",0,3,2020,May
s2524,TV Show,Madam Secretary,Unknown,United States,2020-05-15,2019,TV-PG,TV Dramas,0,6,2020,May
s2525,TV Show,Magic for Humans,Unknown,United States,2020-05-15,2020,TV-14,"Reality TV, TV Comedies",0,3,2020,May
s2526,TV Show,Parasyte: The Maxim,Unknown,Japan,2020-05-15,2014,TV-MA,"Anime Series, International TV Shows, TV Horror",0,1,2020,May
s2600,TV Show,El señor de los Cielos,Unknown,United States,2020-04-30,2019,TV-MA,"Crime TV Shows, International TV Shows, Spanish-Language TV Shows",0,7,2020,April
s2527,TV Show,She-Ra and the Princesses of Power,Unknown,United States,2020-05-15,2020,TV-Y7,"Kids' TV, TV Action & Adventure, TV Sci-Fi & Fantasy",0,5,2020,May
s2529,TV Show,Strangers from Hell,Unknown,South Korea,2020-05-15,2019,TV-MA,"International TV Shows, Korean TV Shows, TV Horror",0,1,2020,May
s2530,TV Show,The Wiggles,Unknown,Australia,2020-05-15,2015,TV-Y,Kids' TV,0,2,2020,May
s2531,TV Show,White Lines,Unknown,United Kingdom,2020-05-15,2020,TV-MA,"British TV Shows, Crime TV Shows, International TV Shows",0,1,2020,May
s2547,TV Show,Bordertown,Unknown,Finland,2020-05-11,2019,TV-MA,"Crime TV Shows, International TV Shows, TV Dramas",0,3,2020,May
s2552,TV Show,Dead to Me,Unknown,United States,2020-05-08,2020,TV-MA,"TV Comedies, TV Dramas",0,2,2020,May
s2553,TV Show,Restaurants on the Edge,Unknown,Canada,2020-05-08,2020,TV-14,"International TV Shows, Reality TV",0,2,2020,May
s2555,TV Show,The Hollow,Unknown,Canada,2020-05-08,2020,TV-Y7,"Kids' TV, TV Thrillers",0,2,2020,May
s2576,TV Show,WWII in HD,Unknown,United States,2020-05-02,2009,TV-14,Docuseries,0,1,2020,May
s2581,TV Show,Hollywood,Unknown,United States,2020-05-01,2020,TV-MA,TV Dramas,0,1,2020,May
s2584,TV Show,Masha and the Bear,Unknown,Russia,2020-05-01,2019,TV-Y,Kids' TV,0,4,2020,May
s2586,TV Show,Medici: Masters of Florence,Unknown,Italy,2020-05-01,2019,TV-MA,"International TV Shows, TV Dramas",0,3,2020,May
s2587,TV Show,Monthly Girls' Nozaki Kun,Unknown,Japan,2020-05-01,2014,TV-PG,"Anime Series, Romantic TV Shows",0,1,2020,May
s2589,TV Show,Oh Yuck,Unknown,Canada,2020-05-01,2020,TV-G,"Kids' TV, TV Comedies",0,1,2020,May
s2591,TV Show,Reckoning,Unknown,Australia,2020-05-01,2019,TV-MA,"Crime TV Shows, TV Dramas, TV Mysteries",0,1,2020,May
s2599,TV Show,DRIFTING DRAGONS,Unknown,Japan,2020-04-30,2020,TV-14,"Anime Series, International TV Shows",0,1,2020,April
s2747,TV Show,The Windsors,Unknown,United Kingdom,2020-04-01,2020,TV-MA,"British TV Shows, International TV Shows, TV Comedies",0,3,2020,April
s2601,TV Show,Good Witch,Unknown,United States,2020-04-30,2019,TV-PG,"TV Dramas, TV Sci-Fi & Fantasy",0,5,2020,April
s2607,TV Show,Extracurricular,Unknown,South Korea,2020-04-29,2020,TV-MA,"Crime TV Shows, International TV Shows, Korean TV Shows",0,1,2020,April
s2609,Movie,Murder to Mercy: The Cyntoia Brown Story,Unknown,United States,2020-04-29,2020,TV-MA,Documentaries,97,0,2020,April
s2610,TV Show,Nadiya’s Time to Eat,Unknown,United Kingdom,2020-04-29,2020,TV-G,"British TV Shows, International TV Shows, Reality TV",0,1,2020,April
s2612,TV Show,Tjovitjo,Unknown,South Africa,2020-04-29,2017,TV-MA,"International TV Shows, TV Dramas",0,2,2020,April
s2628,TV Show,"Coronavirus, Explained",Unknown,United States,2020-04-26,2020,TV-PG,"Docuseries, Science & Nature TV",0,1,2020,April
s2629,TV Show,The Last Kingdom,Unknown,United Kingdom,2020-04-26,2020,TV-MA,"British TV Shows, International TV Shows, TV Action & Adventure",0,4,2020,April
s2632,TV Show,My Secret Romance,Unknown,South Korea,2020-04-25,2017,TV-14,"International TV Shows, Korean TV Shows, Romantic TV Shows",0,1,2020,April
s2641,TV Show,After Life,Unknown,United Kingdom,2020-04-24,2020,TV-MA,"British TV Shows, International TV Shows, TV Comedies",0,2,2020,April
s2644,TV Show,Love 101,Unknown,Turkey,2020-04-24,2020,TV-MA,"International TV Shows, TV Dramas, Teen TV Shows",0,1,2020,April
s2646,TV Show,Ghost in the Shell: SAC_2045,Unknown,Japan,2020-04-23,2020,TV-14,"Anime Series, Crime TV Shows, International TV Shows",0,1,2020,April
s2649,TV Show,The House of Flowers,Unknown,Mexico,2020-04-23,2020,TV-MA,"International TV Shows, Spanish-Language TV Shows, TV Comedies",0,3,2020,April
s2652,TV Show,Absurd Planet,Unknown,United States,2020-04-22,2020,TV-PG,"Docuseries, Science & Nature TV, TV Comedies",0,1,2020,April
s2658,TV Show,Win the Wilderness,Unknown,United Kingdom,2020-04-22,2020,TV-14,"British TV Shows, International TV Shows, Reality TV",0,1,2020,April
s2659,TV Show,Bleach,Unknown,Japan,2020-04-21,2006,TV-14,"Anime Series, International TV Shows",0,5,2020,April
s2661,TV Show,Nicky Jam: El Ganador,Unknown,Puerto Rico,2020-04-21,2018,TV-MA,"Crime TV Shows, International TV Shows, Spanish-Language TV Shows",0,1,2020,April
s2662,TV Show,Cooked with Cannabis,Unknown,United States,2020-04-20,2020,TV-MA,Reality TV,0,1,2020,April
s3012,TV Show,Hip-Hop Evolution,Unknown,Canada,2020-01-17,2020,TV-MA,"Docuseries, International TV Shows",0,4,2020,January
s2663,TV Show,The Midnight Gospel,Unknown,United States,2020-04-20,2020,TV-MA,TV Comedies,0,1,2020,April
s2665,TV Show,ChuChu TV Nursery Rhymes & Kids Songs (Hindi),Unknown,India,2020-04-18,2019,TV-Y,Kids' TV,0,1,2020,April
s2666,TV Show,The King: Eternal Monarch,Unknown,South Korea,2020-04-18,2020,TV-14,"Crime TV Shows, International TV Shows, Korean TV Shows",0,1,2020,April
s2667,TV Show,#blackAF,Unknown,United States,2020-04-17,2020,TV-MA,TV Comedies,0,1,2020,April
s2670,TV Show,El Dragón: Return of a Warrior,Unknown,Mexico,2020-04-17,2020,TV-MA,"Crime TV Shows, International TV Shows, Spanish-Language TV Shows",0,2,2020,April
s2671,TV Show,Hasmukh,Unknown,India,2020-04-17,2020,TV-MA,"Crime TV Shows, International TV Shows, TV Comedies",0,1,2020,April
s2677,TV Show,Fauda,Unknown,Israel,2020-04-16,2020,TV-MA,"Crime TV Shows, International TV Shows, TV Action & Adventure",0,3,2020,April
s2685,TV Show,The Innocence Files,Unknown,United States,2020-04-15,2020,TV-MA,"Crime TV Shows, Docuseries",0,1,2020,April
s2690,Movie,Surviving R. Kelly: The Impact,Unknown,United States,2020-04-13,2019,TV-14,Documentaries,85,0,2020,April
s2699,TV Show,Hi Score Girl,Unknown,Japan,2020-04-09,2019,TV-14,"Anime Series, International TV Shows, Romantic TV Shows",0,2,2020,April
s2709,TV Show,El Reemplazante,Unknown,Chile,2020-04-04,2013,TV-MA,"International TV Shows, Spanish-Language TV Shows, TV Dramas",0,2,2020,April
s2711,TV Show,Legacies,Unknown,United States,2020-04-03,2019,TV-14,"TV Dramas, TV Sci-Fi & Fantasy, Teen TV Shows",0,2,2020,April
s2719,TV Show,Community,Unknown,United States,2020-04-01,2015,TV-14,TV Comedies,0,6,2020,April
s2728,TV Show,How to Fix a Drug Scandal,Unknown,United States,2020-04-01,2020,TV-MA,"Crime TV Shows, Docuseries",0,1,2020,April
s2737,TV Show,Man Like Mobeen,Unknown,United Kingdom,2020-04-01,2020,TV-MA,"British TV Shows, International TV Shows, TV Comedies",0,3,2020,April
s2741,TV Show,Saint Seiya,Unknown,Japan,2020-04-01,1986,TV-14,Anime Series,0,6,2020,April
s2743,TV Show,Sunderland 'Til I Die,Unknown,United Kingdom,2020-04-01,2020,TV-MA,"British TV Shows, Docuseries, International TV Shows",0,2,2020,April
s2744,TV Show,The Iliza Shlesinger Sketch Show,Unknown,United States,2020-04-01,2020,TV-MA,TV Comedies,0,1,2020,April
s3013,TV Show,Nailed It! Germany,Unknown,Germany,2020-01-17,2020,TV-14,"International TV Shows, Reality TV",0,1,2020,January
s2749,TV Show,Well-Intended Love,Unknown,China,2020-04-01,2020,TV-14,"International TV Shows, Romantic TV Shows, TV Comedies",0,2,2020,April
s2752,TV Show,Akbar Birbal,Unknown,India,2020-03-31,2019,TV-G,"Kids' TV, TV Comedies, TV Dramas",0,1,2020,March
s2754,Movie,Dave Chappelle: The Kennedy Center Mark Twain Prize for American Humor,Unknown,United States,2020-03-31,2020,TV-MA,Stand-Up Comedy,85,0,2020,March
s2762,TV Show,Rugal,Unknown,South Korea,2020-03-29,2020,TV-MA,"Crime TV Shows, International TV Shows, Korean TV Shows",0,1,2020,March
s2765,TV Show,Happy!,Unknown,United States,2020-03-27,2019,TV-MA,"Crime TV Shows, TV Action & Adventure, TV Comedies",0,2,2020,March
s2766,TV Show,Ladies Up,Unknown,India,2020-03-27,2019,TV-MA,"International TV Shows, Stand-Up Comedy & Talk Shows, TV Comedies",0,1,2020,March
s2768,TV Show,Ozark,Unknown,United States,2020-03-27,2020,TV-MA,"Crime TV Shows, TV Dramas, TV Thrillers",0,3,2020,March
s2778,TV Show,Unorthodox,Unknown,Germany,2020-03-26,2020,TV-MA,"International TV Shows, TV Dramas",0,1,2020,March
s2780,Movie,Crip Camp: A Disability Revolution,Unknown,United States,2020-03-25,2020,R,Documentaries,108,0,2020,March
s2784,TV Show,Freud,Unknown,Austria,2020-03-23,2020,TV-MA,"Crime TV Shows, International TV Shows, TV Dramas",0,1,2020,March
s2785,TV Show,J-Style Trip,Unknown,Taiwan,2020-03-22,2020,TV-14,"International TV Shows, Reality TV",0,1,2020,March
s2789,TV Show,Dino Girl Gauko,Unknown,United States,2020-03-20,2020,TV-Y7,"Anime Series, Kids' TV",0,2,2020,March
s2791,TV Show,Greenhouse Academy,Unknown,United States,2020-03-20,2020,TV-PG,"Kids' TV, TV Dramas, Teen TV Shows",0,4,2020,March
s2760,TV Show,Tree House Tales,Unknown,Pakistan,2020-03-31,2019,TV-Y,Kids' TV,0,1,2020,March
s2775,TV Show,7SEEDS,Unknown,Pakistan,2020-03-26,2020,TV-MA,"Anime Series, International TV Shows",0,2,2020,March
s2792,TV Show,Self Made: Inspired by the Life of Madam C.J. Walker,Unknown,United States,2020-03-20,2020,TV-MA,TV Dramas,0,1,2020,March
s2793,TV Show,She,Unknown,India,2020-03-20,2020,TV-MA,"Crime TV Shows, International TV Shows, TV Dramas",0,1,2020,March
s2794,TV Show,The English Game,Unknown,United Kingdom,2020-03-20,2020,TV-14,"British TV Shows, International TV Shows, TV Dramas",0,1,2020,March
s2795,TV Show,The Letter for the King,Unknown,United Kingdom,2020-03-20,2020,TV-PG,"British TV Shows, International TV Shows, TV Action & Adventure",0,1,2020,March
s2798,TV Show,Vampires,Unknown,France,2020-03-20,2020,TV-MA,"International TV Shows, TV Dramas, TV Horror",0,1,2020,March
s2803,TV Show,Caliphate,Unknown,Sweden,2020-03-18,2020,TV-MA,"International TV Shows, TV Dramas",0,1,2020,March
s2805,TV Show,Women Of The Night,Unknown,Netherlands,2020-03-18,2019,TV-MA,"Crime TV Shows, International TV Shows, TV Dramas",0,1,2020,March
s2808,TV Show,Shaun the Sheep: Adventures from Mossy Bottom,Unknown,United Kingdom,2020-03-17,2020,TV-Y7,"British TV Shows, Kids' TV, TV Comedies",0,1,2020,March
s2809,TV Show,We Speak Dance,Unknown,United States,2020-03-17,2018,TV-MA,Docuseries,0,1,2020,March
s2817,TV Show,100 Humans,Unknown,United States,2020-03-13,2020,TV-14,"Docuseries, Science & Nature TV",0,1,2020,March
s2819,TV Show,Bloodride,Unknown,Norway,2020-03-13,2020,TV-MA,"International TV Shows, TV Horror, TV Mysteries",0,1,2020,March
s2825,TV Show,The Valhalla Murders,Unknown,Iceland,2020-03-13,2020,TV-MA,"Crime TV Shows, International TV Shows, TV Dramas",0,1,2020,March
s2826,TV Show,Dirty Money,Unknown,United States,2020-03-11,2020,TV-MA,"Crime TV Shows, Docuseries",0,2,2020,March
s2827,TV Show,On My Block,Unknown,United States,2020-03-11,2020,TV-14,"Romantic TV Shows, TV Comedies, TV Dramas",0,3,2020,March
s2828,TV Show,The Circle Brazil,Unknown,Brazil,2020-03-11,2020,TV-MA,"International TV Shows, Reality TV",0,1,2020,March
s2839,TV Show,Ugly Delicious,Unknown,United States,2020-03-06,2020,TV-MA,Docuseries,0,2,2020,March
s2842,TV Show,Mighty Little Bheem: Festival of Colors,Unknown,India,2020-03-05,2020,TV-Y,"Kids' TV, TV Comedies",0,1,2020,March
s2855,TV Show,Akame ga Kill!,Unknown,Japan,2020-03-01,2014,TV-14,"Anime Series, Crime TV Shows, International TV Shows",0,1,2020,March
s2856,TV Show,Babylon Berlin,Unknown,Germany,2020-03-01,2020,TV-MA,"Crime TV Shows, International TV Shows, TV Dramas",0,3,2020,March
s2869,TV Show,Always a Witch,Unknown,Colombia,2020-02-28,2019,TV-14,"International TV Shows, Spanish-Language TV Shows, TV Comedies",0,2,2020,February
s2870,Movie,Amit Tandon: Family Tandoncies,Unknown,India,2020-02-28,2019,TV-14,Stand-Up Comedy,72,0,2020,February
s2871,TV Show,Queen Sono,Unknown,South Africa,2020-02-28,2020,TV-MA,"International TV Shows, TV Action & Adventure, TV Dramas",0,1,2020,February
s2872,TV Show,Toy Boy,Unknown,Spain,2020-02-28,2019,TV-MA,"Crime TV Shows, International TV Shows, Spanish-Language TV Shows",0,1,2020,February
s2873,TV Show,Unstoppable,Unknown,Mexico,2020-02-28,2020,TV-MA,"International TV Shows, Spanish-Language TV Shows, TV Dramas",0,1,2020,February
s2875,TV Show,Altered Carbon,Unknown,United States,2020-02-27,2020,TV-MA,"Crime TV Shows, TV Action & Adventure, TV Dramas",0,2,2020,February
s2876,TV Show,Followers,Unknown,Japan,2020-02-27,2020,TV-MA,"International TV Shows, TV Dramas",0,1,2020,February
s2881,TV Show,I Am Not Okay With This,Unknown,United States,2020-02-26,2020,TV-MA,"TV Comedies, TV Dramas, TV Sci-Fi & Fantasy",0,1,2020,February
s2884,TV Show,The Trials of Gabriel Fernandez,Unknown,United States,2020-02-26,2020,TV-MA,"Crime TV Shows, Docuseries",0,1,2020,February
s2889,TV Show,"Hi Bye, Mama!",Unknown,South Korea,2020-02-23,2020,TV-14,"International TV Shows, Korean TV Shows, Romantic TV Shows",0,1,2020,February
s2892,TV Show,Gentefied,Unknown,United States,2020-02-21,2020,TV-MA,"TV Comedies, TV Dramas",0,1,2020,February
s2893,TV Show,Hyena,Unknown,South Korea,2020-02-21,2020,TV-MA,"International TV Shows, Korean TV Shows, Romantic TV Shows",0,1,2020,February
s2895,TV Show,Puerta 7,Unknown,Argentina,2020-02-21,2020,TV-MA,"Crime TV Shows, International TV Shows, Spanish-Language TV Shows",0,1,2020,February
s2901,TV Show,Spectros,Unknown,Brazil,2020-02-20,2020,TV-MA,"International TV Shows, TV Horror, TV Mysteries",0,1,2020,February
s2903,TV Show,DreamWorks Shrek's Swamp Stories,Unknown,United States,2020-02-17,2008,TV-PG,"Kids' TV, TV Action & Adventure, TV Comedies",0,1,2020,February
s2911,TV Show,Talking Tom and Friends,Unknown,Cyprus,2020-02-15,2017,TV-Y,"Kids' TV, TV Comedies",0,1,2020,February
s3014,TV Show,Tiny House Nation,Unknown,United States,2020-01-17,2019,TV-PG,Reality TV,0,2,2020,January
s2918,TV Show,Taj Mahal 1989,Unknown,India,2020-02-14,2020,TV-MA,"International TV Shows, Romantic TV Shows, TV Comedies",0,1,2020,February
s2921,TV Show,Love Is Blind,Unknown,United States,2020-02-13,2021,TV-MA,"Reality TV, Romantic TV Shows",0,1,2020,February
s2922,TV Show,Narcos: Mexico,Unknown,Mexico,2020-02-13,2020,TV-MA,"Crime TV Shows, TV Action & Adventure, TV Dramas",0,2,2020,February
s2927,TV Show,We Bare Bears,Unknown,United States,2020-02-12,2018,TV-Y,"Kids' TV, TV Comedies",0,2,2020,February
s2928,Movie,Captain Underpants Epic Choice-o-Rama,Unknown,United States,2020-02-11,2020,TV-Y7,"Children & Family Movies, Comedies",81,0,2020,February
s2932,TV Show,Better Call Saul,Unknown,United States,2020-02-09,2018,TV-MA,"Crime TV Shows, TV Comedies, TV Dramas",0,4,2020,February
s2938,TV Show,Dragons: Rescue Riders,Unknown,United States,2020-02-07,2020,TV-Y,"Kids' TV, TV Comedies",0,2,2020,February
s2939,TV Show,Fifty: The Series,Unknown,Nigeria,2020-02-07,2018,TV-14,"International TV Shows, Romantic TV Shows, TV Dramas",0,2,2020,February
s2942,TV Show,Locke & Key,Unknown,Canada,2020-02-07,2020,TV-14,"TV Action & Adventure, TV Dramas, TV Mysteries",0,1,2020,February
s2946,TV Show,Cagaster of an Insect Cage,Unknown,Japan,2020-02-06,2020,TV-MA,"Anime Series, International TV Shows",0,1,2020,February
s2954,TV Show,Team Kaylie,Unknown,United States,2020-02-03,2020,TV-PG,"Kids' TV, TV Comedies",0,3,2020,February
s2959,TV Show,Is It Wrong to Try to Pick Up Girls in a Dungeon?,Unknown,Japan,2020-02-01,2015,TV-MA,"Anime Series, International TV Shows",0,1,2020,February
s2960,TV Show,Itaewon Class,Unknown,South Korea,2020-02-01,2020,TV-MA,"International TV Shows, Korean TV Shows, TV Dramas",0,1,2020,February
s2965,Movie,Night on Earth: Shot in the Dark,Unknown,United Kingdom,2020-02-01,2020,TV-PG,Movies,59,0,2020,February
s2966,TV Show,No Game No Life,Unknown,Japan,2020-02-01,2014,TV-MA,"Anime Series, International TV Shows",0,1,2020,February
s2967,TV Show,Pop Team Epic,Unknown,Japan,2020-02-01,2018,TV-14,"Anime Series, International TV Shows",0,1,2020,February
s2968,TV Show,Shopkins,Unknown,United States,2020-02-01,2014,TV-Y,Kids' TV,0,1,2020,February
s2923,TV Show,Palazuelos mi rey,Unknown,Pakistan,2020-02-13,2019,TV-14,"International TV Shows, Reality TV, Spanish-Language TV Shows",0,1,2020,February
s2972,TV Show,Diablero,Unknown,Mexico,2020-01-31,2020,TV-MA,"International TV Shows, Spanish-Language TV Shows, TV Action & Adventure",0,2,2020,January
s2975,TV Show,Luna Nera,Unknown,Italy,2020-01-31,2020,TV-MA,"International TV Shows, Romantic TV Shows, TV Dramas",0,1,2020,January
s2977,TV Show,Unauthorized Living,Unknown,Spain,2020-01-31,2020,TV-MA,"Crime TV Shows, International TV Shows, Spanish-Language TV Shows",0,2,2020,January
s2978,TV Show,Ainori Love Wagon: African Journey,Unknown,Japan,2020-01-30,2019,TV-14,"International TV Shows, Reality TV, Romantic TV Shows",0,1,2020,January
s2980,TV Show,THE STRANGER,Unknown,United Kingdom,2020-01-30,2020,TV-MA,"British TV Shows, Crime TV Shows, International TV Shows",0,1,2020,January
s2981,TV Show,What the Love! with Karan Johar,Unknown,United States,2020-01-30,2020,TV-14,"International TV Shows, Reality TV, Romantic TV Shows",0,1,2020,January
s2984,TV Show,Night on Earth,Unknown,United Kingdom,2020-01-29,2020,TV-PG,"Docuseries, Science & Nature TV",0,1,2020,January
s2985,TV Show,Omniscient,Unknown,Brazil,2020-01-29,2020,TV-MA,"International TV Shows, TV Dramas, TV Sci-Fi & Fantasy",0,1,2020,January
s2993,TV Show,Sons of the Caliphate,Unknown,Nigeria,2020-01-24,2017,TV-14,"International TV Shows, TV Dramas",0,2,2020,January
s2994,TV Show,The goop lab with Gwyneth Paltrow,Unknown,United States,2020-01-24,2020,TV-MA,Reality TV,0,1,2020,January
s2995,TV Show,The Ranch,Unknown,United States,2020-01-24,2020,TV-MA,"TV Comedies, TV Dramas",0,8,2020,January
s2998,TV Show,October Faction,Unknown,United States,2020-01-23,2020,TV-MA,"TV Action & Adventure, TV Dramas, TV Horror",0,1,2020,January
s2999,TV Show,​SAINT SEIYA: Knights of the Zodiac,Unknown,Japan,2020-01-23,2020,TV-14,"Anime Series, International TV Shows",0,2,2020,January
s3001,TV Show,Pandemic: How to Prevent an Outbreak,Unknown,United States,2020-01-22,2020,TV-14,"Docuseries, Science & Nature TV",0,1,2020,January
s3002,TV Show,Playing with Fire,Unknown,United States,2020-01-22,2019,TV-MA,"International TV Shows, Romantic TV Shows, Spanish-Language TV Shows",0,1,2020,January
s3006,TV Show,DreamWorks How to Train Your Dragon Legends,Unknown,United States,2020-01-20,2011,TV-PG,"Kids' TV, TV Action & Adventure, TV Sci-Fi & Fantasy",0,1,2020,January
s3011,TV Show,Ares,Unknown,Netherlands,2020-01-17,2020,TV-MA,"International TV Shows, TV Dramas, TV Horror",0,1,2020,January
s3016,TV Show,Handsome Siblings,Unknown,China,2020-01-16,2020,TV-14,"International TV Shows, TV Dramas, TV Sci-Fi & Fantasy",0,1,2020,January
s3021,TV Show,Soul Eater,Unknown,Japan,2020-01-16,2008,TV-14,"Anime Series, International TV Shows",0,1,2020,January
s3025,TV Show,Killer Inside: The Mind of Aaron Hernandez,Unknown,United States,2020-01-15,2020,TV-MA,"Crime TV Shows, Docuseries",0,1,2020,January
